year,season,districtName,mandalName,crop,normalAreaSown,actualAreaSown
2018-2019,Kharif,Sangareddy,Zaheerabad,Turmeric,259,175
2018-2019,Kharif,Sangareddy,Mogudampally ,Turmeric,22,
2018-2019,Kharif,Sangareddy,Kohir,Turmeric,278,29
2018-2019,Kharif,Sangareddy,Jharasangam,Turmeric,129,12
2018-2019,Kharif,Sangareddy,Nyalkal,Turmeric,65,85
2018-2019,Kharif,Sangareddy,Narayankhed,Turmeric,0,
2018-2019,Kharif,Sangareddy,Kangti,Turmeric,4,
2018-2019,Kharif,Sangareddy,Kalher,Turmeric,0,
2018-2019,Kharif,Sangareddy,Sirgapur,Turmeric,0,
2018-2019,Kharif,Sangareddy,Manoor,Turmeric,3,
2018-2019,Kharif,Sangareddy,Nagalgidda ,Turmeric,0,
2018-2019,Kharif,Sangareddy,Andole,Turmeric,0,
2018-2019,Kharif,Sangareddy,Pulkal,Turmeric,0,
2018-2019,Kharif,Sangareddy,Hathnoora,Turmeric,0,
2018-2019,Kharif,Sangareddy,Raikode,Turmeric,3,
2018-2019,Kharif,Sangareddy,Munipally,Turmeric,42,11
2018-2019,Kharif,Sangareddy,Vatpally ,Turmeric,0,
2018-2019,Kharif,Sangareddy,Sangareddy,Castor,2,
2018-2019,Kharif,Sangareddy,Kandi ,Castor,0,
2018-2019,Kharif,Sangareddy,Sadasivpet,Castor,0,
2018-2019,Kharif,Sangareddy,Kondapoor,Castor,0,
2018-2019,Kharif,Sangareddy,Patancheru,Castor,1,
2018-2019,Kharif,Sangareddy,Ameenpur ,Castor,0,
2018-2019,Kharif,Sangareddy,R.c.puram,Castor,0,
2018-2019,Kharif,Sangareddy,Jinnaram,Castor,0,
2018-2019,Kharif,Sangareddy,Gummadidala ,Castor,0,
2018-2019,Kharif,Sangareddy,Zaheerabad,Castor,12,20
2018-2019,Kharif,Sangareddy,Mogudampally ,Castor,0,
2018-2019,Kharif,Sangareddy,Kohir,Castor,2,0
2018-2019,Kharif,Sangareddy,Jharasangam,Castor,0,
2018-2019,Kharif,Sangareddy,Nyalkal,Castor,0,
2018-2019,Kharif,Sangareddy,Narayankhed,Castor,0,
2018-2019,Kharif,Sangareddy,Kangti,Castor,0,
2018-2019,Kharif,Sangareddy,Kalher,Castor,0,
2018-2019,Kharif,Sangareddy,Sirgapur,Castor,0,
2018-2019,Kharif,Sangareddy,Manoor,Castor,0,
2018-2019,Kharif,Sangareddy,Nagalgidda ,Castor,0,
2018-2019,Kharif,Sangareddy,Andole,Castor,0,
2018-2019,Kharif,Sangareddy,Pulkal,Castor,0,
2018-2019,Kharif,Sangareddy,Hathnoora,Castor,0,
2018-2019,Kharif,Sangareddy,Raikode,Castor,0,
2018-2019,Kharif,Sangareddy,Munipally,Castor,0,
2018-2019,Kharif,Sangareddy,Vatpally ,Castor,0,
2018-2019,Kharif,Sangareddy,Sangareddy,Chillies,28,2
2018-2019,Kharif,Sangareddy,Kandi ,Chillies,0,
2018-2019,Kharif,Sangareddy,Sadasivpet,Chillies,5,10
2018-2019,Kharif,Sangareddy,Kondapoor,Chillies,12,4
2018-2019,Kharif,Sangareddy,Patancheru,Chillies,23,
2018-2019,Kharif,Sangareddy,Ameenpur ,Chillies,0,
2018-2019,Kharif,Sangareddy,R.c.puram,Chillies,5,4
2018-2019,Kharif,Sangareddy,Jinnaram,Chillies,0,4
2018-2019,Kharif,Sangareddy,Gummadidala ,Chillies,0,5
2018-2019,Kharif,Sangareddy,Zaheerabad,Chillies,0,
2018-2019,Kharif,Sangareddy,Mogudampally ,Chillies,3,
2018-2019,Kharif,Sangareddy,Kohir,Chillies,1,
2018-2019,Kharif,Sangareddy,Jharasangam,Chillies,13,
2018-2019,Kharif,Sangareddy,Nyalkal,Chillies,17,9
2018-2019,Kharif,Sangareddy,Narayankhed,Chillies,1,
2018-2019,Kharif,Sangareddy,Kangti,Chillies,0,
2018-2019,Kharif,Sangareddy,Kalher,Chillies,0,
2018-2019,Kharif,Sangareddy,Sirgapur,Chillies,0,66.8
2018-2019,Kharif,Sangareddy,Manoor,Chillies,7,11
2018-2019,Kharif,Sangareddy,Nagalgidda ,Chillies,0,
2018-2019,Kharif,Sangareddy,Andole,Chillies,52,
2018-2019,Kharif,Sangareddy,Pulkal,Chillies,11,1.6
2018-2019,Kharif,Sangareddy,Hathnoora,Chillies,9,
2018-2019,Kharif,Sangareddy,Raikode,Chillies,28,
2018-2019,Kharif,Sangareddy,Munipally,Chillies,20,9
2018-2019,Kharif,Sangareddy,Vatpally ,Chillies,0,8
2018-2019,Kharif,Sangareddy,Sangareddy,Onion,11,
2018-2019,Kharif,Sangareddy,Kandi ,Onion,2,
2018-2019,Kharif,Sangareddy,Sadasivpet,Onion,29,
2018-2019,Kharif,Sangareddy,Kondapoor,Onion,28,
2018-2019,Kharif,Sangareddy,Patancheru,Onion,1,
2018-2019,Kharif,Sangareddy,Ameenpur ,Onion,0,
2018-2019,Kharif,Sangareddy,R.c.puram,Onion,1,
2018-2019,Kharif,Sangareddy,Jinnaram,Onion,,
2018-2019,Kharif,Sangareddy,Gummadidala ,Onion,1,4
2018-2019,Kharif,Sangareddy,Zaheerabad,Onion,26,24
2018-2019,Kharif,Sangareddy,Mogudampally ,Onion,6,
2018-2019,Kharif,Sangareddy,Kohir,Onion,4,
2018-2019,Kharif,Sangareddy,Jharasangam,Onion,27,
2018-2019,Kharif,Sangareddy,Nyalkal,Onion,12,5
2018-2019,Kharif,Sangareddy,Narayankhed,Onion,0,
2018-2019,Kharif,Sangareddy,Kangti,Onion,0,
2018-2019,Kharif,Sangareddy,Kalher,Onion,4,4
2018-2019,Kharif,Sangareddy,Sirgapur,Onion,3,0
2018-2019,Kharif,Sangareddy,Manoor,Onion,18,
2018-2019,Kharif,Sangareddy,Nagalgidda ,Onion,0,
2018-2019,Kharif,Sangareddy,Andole,Onion,5,19
2018-2019,Kharif,Sangareddy,Pulkal,Onion,4,
2018-2019,Kharif,Sangareddy,Hathnoora,Onion,1,
2018-2019,Kharif,Sangareddy,Raikode,Onion,32,
2018-2019,Kharif,Sangareddy,Munipally,Onion,19,5
2018-2019,Kharif,Sangareddy,Vatpally ,Onion,0,1
2018-2019,Kharif,Sangareddy,Sangareddy,Groundnut,0,
2018-2019,Kharif,Sangareddy,Kandi ,Groundnut,0,
2018-2019,Kharif,Sangareddy,Sadasivpet,Groundnut,0,
2018-2019,Kharif,Sangareddy,Kondapoor,Groundnut,0,
2018-2019,Kharif,Sangareddy,Patancheru,Groundnut,0,
2018-2019,Kharif,Sangareddy,Ameenpur ,Groundnut,0,
2018-2019,Kharif,Sangareddy,R.c.puram,Groundnut,0,
2018-2019,Kharif,Sangareddy,Jinnaram,Groundnut,0,
2018-2019,Kharif,Sangareddy,Gummadidala ,Groundnut,0,
2018-2019,Kharif,Sangareddy,Zaheerabad,Groundnut,0,
2018-2019,Kharif,Sangareddy,Mogudampally ,Groundnut,0,
2018-2019,Kharif,Sangareddy,Kohir,Groundnut,0,
2018-2019,Kharif,Sangareddy,Jharasangam,Groundnut,0,
2018-2019,Kharif,Sangareddy,Nyalkal,Groundnut,0,
2018-2019,Kharif,Sangareddy,Narayankhed,Groundnut,6,
2018-2019,Kharif,Sangareddy,Kangti,Groundnut,0,
2018-2019,Kharif,Sangareddy,Kalher,Groundnut,0,
