year,season,districtName,mandalName,crop,normalAreaSown,actualAreaSown
2018-2019,Rabi,Bhadradri Kothagudem,Tekulapally,Groundnut,30,45
2018-2019,Rabi,Bhadradri Kothagudem,Kothagudem,Groundnut,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Sujathanagar,Groundnut,8,12
2018-2019,Rabi,Bhadradri Kothagudem,Chunchupalli,Groundnut,4,9
2018-2019,Rabi,Bhadradri Kothagudem,Laxmidevipalli,Groundnut,41,54
2018-2019,Rabi,Bhadradri Kothagudem,Julurpadu,Groundnut,6,8
2018-2019,Rabi,Bhadradri Kothagudem,Chandrugonda,Groundnut,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Annapureddipalli,Groundnut,8,12
2018-2019,Rabi,Bhadradri Kothagudem,Dammapet,Groundnut,839,952
2018-2019,Rabi,Bhadradri Kothagudem,Aswaraopet,Groundnut,285,302
2018-2019,Rabi,Bhadradri Kothagudem,Mulkalapally,Groundnut,503,523
2018-2019,Rabi,Bhadradri Kothagudem,Palwancha,Groundnut,52,72
2018-2019,Rabi,Bhadradri Kothagudem,Burgampadu,Groundnut,13,18
2018-2019,Rabi,Bhadradri Kothagudem,Manuguru,Groundnut,21,28
2018-2019,Rabi,Bhadradri Kothagudem,Aswapuram,Groundnut,13,19
2018-2019,Rabi,Bhadradri Kothagudem,Karakagudem,Groundnut,185,201
2018-2019,Rabi,Bhadradri Kothagudem,Pinapaka,Groundnut,64,71
2018-2019,Rabi,Bhadradri Kothagudem,Dummugudem,Groundnut,12,15
2018-2019,Rabi,Bhadradri Kothagudem,Bhadrachalam,Groundnut,1,2
2018-2019,Rabi,Bhadradri Kothagudem,Cherla,Groundnut,45,54
2018-2019,Rabi,Bhadradri Kothagudem,Yellandu,Sesamum,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Allapalli,Sesamum,1,2
2018-2019,Rabi,Bhadradri Kothagudem,Gundala,Sesamum,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Tekulapally,Sesamum,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Kothagudem,Sesamum,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Sujathanagar,Sesamum,2,1
2018-2019,Rabi,Bhadradri Kothagudem,Chunchupalli,Sesamum,3,1
2018-2019,Rabi,Bhadradri Kothagudem,Laxmidevipalli,Sesamum,1,0
2018-2019,Rabi,Bhadradri Kothagudem,Julurpadu,Sesamum,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Chandrugonda,Sesamum,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Annapureddipalli,Sesamum,22,20
2018-2019,Rabi,Bhadradri Kothagudem,Dammapet,Sesamum,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Aswaraopet,Sesamum,17,15
2018-2019,Rabi,Bhadradri Kothagudem,Mulkalapally,Sesamum,1,0
