year,season,districtName,mandalName,crop,normalAreaSown,actualAreaSown
2018-2019,Rabi,Rangareddy,Yacharam,Ragi,0,0
2018-2019,Rabi,Rangareddy,Madgul,Ragi,0,0
2018-2019,Rabi,Rangareddy,Balapur,Ragi,0,0
2018-2019,Rabi,Rangareddy,Saroornagar,Ragi,0,0
2018-2019,Rabi,Rangareddy,Amangal,Ragi,0,0
2018-2019,Rabi,Rangareddy,Talakondapally,Ragi,0,0
2018-2019,Rabi,Rangareddy,Kadthal,Ragi,0,0
2018-2019,Rabi,Rangareddy,Kandukur,Ragi,0,0
2018-2019,Rabi,Rangareddy,Maheshwaram,Ragi,0,0
2018-2019,Rabi,Rangareddy,Serilingampally,Ragi,0,0
2018-2019,Rabi,Rangareddy,Gandipet,Ragi,0,0
2018-2019,Rabi,Rangareddy,Rajendranagar,Ragi,0,0
2018-2019,Rabi,Rangareddy,Shamshabad,Ragi,0,0
2018-2019,Rabi,Rangareddy,Keshampet,Ragi,0,0
2018-2019,Rabi,Rangareddy,Kothur,Ragi,0,0
2018-2019,Rabi,Rangareddy,Nandigam,Ragi,0,0
2018-2019,Rabi,Rangareddy,Farooqnagar,Ragi,0,0
2018-2019,Rabi,Rangareddy,Kondurg,Ragi,0,0
2018-2019,Rabi,Rangareddy,Chowdergudem,Ragi,0,0
2018-2019,Rabi,Rangareddy,Shankarpally,Horse Gram,0,0
2018-2019,Rabi,Rangareddy,Moinabad,Horse Gram,0,0
2018-2019,Rabi,Rangareddy,Chevella,Horse Gram,0,0
2018-2019,Rabi,Rangareddy,Shabad,Horse Gram,0,0
2018-2019,Rabi,Rangareddy,Hayathnagar,Horse Gram,0,0
2018-2019,Rabi,Rangareddy,Abdullapurmet,Horse Gram,0,2
2018-2019,Rabi,Rangareddy,Ibrahimpatnam,Horse Gram,7,0
2018-2019,Rabi,Rangareddy,Manchal,Horse Gram,13,0
2018-2019,Rabi,Rangareddy,Yacharam,Horse Gram,10,0
2018-2019,Rabi,Rangareddy,Madgul,Horse Gram,6,3
